departamento;distrito;barrio
SAN PEDRO;LIMA;ASENT. PRIMAVERA II
CONCEPCION;LORETO;SAN VICENTE-VIRGEN DEL CARMEN
CONCEPCION;YVY YA´U;ASENT. SAN MIGUEL
CONCEPCION;HORQUETA;COL EX COMBATIENTE
CONCEPCION;YVY YA´U;6 DE ENERO 2
CONCEPCION;LORETO;ASENT. SANTO DOMINGO
CONCEPCION;CONCEPCION;CALLEJON LAGUNA
CONCEPCION;CONCEPCION;SAN LUIS
CONCEPCION;CONCEPCION;LAGUNA PLATO
CORDILLERA;VALENZUELA;SAGRADA FAMILIA
CORDILLERA;VALENZUELA;SAN FRANCISCO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;HUGUA GUASU
CORDILLERA;TOBATI;SAN ROQUE
CORDILLERA;TOBATI;SANTA TERESITA
CORDILLERA;TOBATI;SAN PEDRO
CORDILLERA;TOBATI;CENTRO
GUAIRA;SAN SALVADOR;NTRA. SRA. DE LA ASUNCION
CORDILLERA;SAN BERNARDINO;COUNTRY CLUB SOL DE VERANO
CORDILLERA;PRIMERO DE MARZO;SAN JUAN
CORDILLERA;NUEVA COLOMBIA;BOQUERON KAAKUPEMI
CORDILLERA;ITACURUBI DE LA CORDILLERA;LOMA MEDINA
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN FRANCISCO
SAN PEDRO;GENERAL ELIZARDO AQUINO;SANTO DOMINGO
CORDILLERA;EMBOSCADA;CATOLICO
CORDILLERA;ATYRA;VILLA CONAVI
CORDILLERA;ATYRA;POTRERO
CORDILLERA;ARROYOS Y ESTEROS;ACEVEDO
CORDILLERA;ATYRA;SAN ANTONIO
CORDILLERA;ARROYOS Y ESTEROS;COSTA PUKU
GUAIRA;SAN SALVADOR;FATIMA
CORDILLERA;ARROYOS Y ESTEROS;CAÑADA
GUAIRA;JOSE FASSARDI;SANTO DOMINGO
CORDILLERA;ALTOS;PORARU
CORDILLERA;ALTOS;CHOCHI
GUAIRA;DR. BOTTRELL;13 DE JUNIO
CORDILLERA;CAACUPE;LOMA
CORDILLERA;CAACUPE;ALMADA
GUAIRA;YATAITY;13 DE JUNIO
SAN PEDRO;TACUATI;POTRERO TACUATI
GUAIRA;YATAITY;CAPILLITA
GUAIRA;GENERAL EUGENIO A. GARAY;CIERVO KUA
GUAIRA;NATALICIO TALAVERA;SANTA ROSA
GUAIRA;NATALICIO TALAVERA;VIRGEN DEL ROSARIO
GUAIRA;MBOCAYATY;COSTA MBOCAYATY
;;
ITAPUA;ALTO VERA;POTRERO KANGUE KUA
;;
GUAIRA;COLONIA INDEPENDENCIA;SANTO DOMINGO
;;
GUAIRA;COLONIA INDEPENDENCIA;CARLOS PFANNL
GUAIRA;VILLARRICA;MBOPI KUA
GUAIRA;COLONIA INDEPENDENCIA;YROYSA LINEA 1
GUAIRA;COLONIA INDEPENDENCIA;VIRGEN DE FATIMA
ITAPUA;SAN PEDRO DEL PARANA;CENTRAL
GUAIRA;COLONIA INDEPENDENCIA;CAMPITO
GUAIRA;CORONEL MARTINEZ;POTRERO VILLAR
GUAIRA;CORONEL MARTINEZ;MONGES HUGUA
GUAIRA;COLONIA INDEPENDENCIA;YROYSA LINEA 7
SAN PEDRO;SAN ESTANISLAO;NIÑO JESUS
GUAIRA;FELIX PEREZ CARDOZO;BOMBILLA
GUAIRA;FELIX PEREZ CARDOZO;ESTACION
ÑEEMBUCU;CERRITO;ZANJA RUGUA
CAAGUAZU;CECILIO BAEZ;CAACUPE
ITAPUA;BELLA VISTA;EMILIANO R FERNANDEZ
MISIONES;SANTIAGO;SAN MIGUEL
ITAPUA;TOMAS ROMERO PEREIRA;PERPETUO SOCORRO 1
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;AVALOS SANCHEZ ÑU PYAHU
GUAIRA;VILLARRICA;SANTA LIBRADA
;;
ITAPUA;PIRAPO;MANDUVIJU
ITAPUA;PIRAPO;JAGUA RASAPA
MISIONES;SAN MIGUEL;DON LAUREANO ROMERO ORTIZ
ITAPUA;ITAPUA POTY;ITAPUA POTY KILOMETRO 51 AL KM 57
SAN PEDRO;GENERAL RESQUIN;LA VICTORIA
;;
ITAPUA;LA PAZ;SAN CARLOS
ITAPUA;LA PAZ;SUELO KUE
SAN PEDRO;CAPIIBARY;ASENT. SAN CARLOS
ITAPUA;ALTO VERA;YNAMBU
ITAPUA;ALTO VERA;LIBERTAD DEL SUR
ITAPUA;ALTO VERA;YATA'I
ITAPUA;ALTO VERA;TORO KARE
ITAPUA;ENCARNACION;ITA ANGU'A SUB-URBANO
SAN PEDRO;CAPIIBARY;8 DE DICIEMBRE
ITAPUA;MAYOR OTAÑO;DEFENSORES DEL CHACO
SAN PEDRO;VILLA DEL ROSARIO;INMACULADA
ITAPUA;TOMAS ROMERO PEREIRA;ASENT. SAN JUAN
SAN PEDRO;VILLA DEL ROSARIO;MARIA GORETTI
ITAPUA;TOMAS ROMERO PEREIRA;SAN PEDRO 2
ITAPUA;OBLIGADO;ASENT. SAN ROQUE
;;
ITAPUA;TOMAS ROMERO PEREIRA;VALLE PORA
MISIONES;SAN IGNACIO;SAN FRANCISCO
ITAPUA;TOMAS ROMERO PEREIRA;ITA PIRANGA
ITAPUA;TOMAS ROMERO PEREIRA;SAN RAMON 2
ITAPUA;SAN PEDRO DEL PARANA;MBURUKUYA
;;
ITAPUA;TRINIDAD;KAMBAY
MISIONES;SANTA ROSA;SAN ISIDRO
ITAPUA;EDELIRA;EDELIRA 28 SUB - URBANO
ITAPUA;EDELIRA;EDELIRA 59 AL 69
;;
ITAPUA;EDELIRA;EDELIRA 51 AL 58
ITAPUA;SAN RAFAEL DEL PARANA;OBRERO
ITAPUA;SAN RAFAEL DEL PARANA;SAN JUAN
ITAPUA;SAN RAFAEL DEL PARANA;2DO ASENT. COLONIA LIBERTAD
ITAPUA;SAN RAFAEL DEL PARANA;SAN GABRIEL
ITAPUA;SAN PEDRO DEL PARANA;SANTA BRIGIDA
ITAPUA;SAN PEDRO DEL PARANA;SAN LORENZO
ITAPUA;SAN PEDRO DEL PARANA;TIMBO'I
MISIONES;SANTA ROSA;CRISTO REY
ITAPUA;SAN PEDRO DEL PARANA;CARIÑO
;;
ITAPUA;SAN PEDRO DEL PARANA;ITA ANGU'A
ITAPUA;SAN PEDRO DEL PARANA;ASENT. KO'E PYAHU
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CAMPO ALEGRE ALDEA 5
ITAPUA;OBLIGADO;ASENT. MILAGROS 1
PRESIDENTE HAYES;BENJAMIN ACEVAL;15 DE AGOSTO
ITAPUA;GENERAL ARTIGAS;ÑU GUASU
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CASUARINA LA PROMESA
ITAPUA;FRAM;ESPIRITU SANTO
ITAPUA;OBLIGADO;CENTRO
ITAPUA;JESUS;8 DE DICIEMBRE
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CASUARINA LA SERENA
MISIONES;SANTA ROSA;SAN MIGUEL
ITAPUA;JESUS;INMACULADA
;;
ITAPUA;FRAM;SAN BORJITA
ITAPUA;FRAM;PASO NARANJO
;;
;;
ITAPUA;FRAM;POTRERO YVATE
ITAPUA;FRAM;KURUPA'Y
ITAPUA;NATALIO;SAN ROQUE
PARAGUARI;QUYQUYHO;CENTRAL
ITAPUA;NATALIO;ITAPE
MISIONES;SANTA ROSA;ARROYO GONZALEZ
;;
PARAGUARI;QUYQUYHO;GUASU KORA
;;
PARAGUARI;QUYQUYHO;LOMA GUASU
ITAPUA;CORONEL BOGADO;TAKUARY
ITAPUA;CORONEL BOGADO;ANTEQUERA
ITAPUA;ENCARNACION;SAN ISIDRO ETAPA 1
MISIONES;SAN JUAN BAUTISTA;TAPE GUASU
ITAPUA;NATALIO;SAN AGUSTIN-PALOMA KILOMETRO.3
ITAPUA;CORONEL BOGADO;CAUCASIA
ITAPUA;CARMEN DEL PARANA;SAN MARTIN
ITAPUA;CARMEN DEL PARANA;SAN FRANCISCO DEL SUR
ITAPUA;CORONEL BOGADO;SANTA CLARA
MISIONES;SAN MIGUEL;LOTE
PARAGUARI;TEBICUARY-MI;CENTRO
ITAPUA;CAMBYRETA;SAN BLAS
MISIONES;SANTA ROSA;YATAI
ITAPUA;CAMBYRETA;ASENT. NUEVO AMANECER II
ITAPUA;BELLA VISTA;ZONA VACAY 15
MISIONES;SAN IGNACIO;SAN ROQUE
MISIONES;SAN IGNACIO;SANTA RITA SUB - URBANO
MISIONES;SAN IGNACIO;SAN JAVIER SUB - URBANO
MISIONES;SAN IGNACIO;SAN PABLO SUB - URBANO
ITAPUA;ENCARNACION;ARROYO PORA
ITAPUA;ENCARNACION;SANTO DOMINGO
MISIONES;YABEBYRY;PANCHITO LOPEZ
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;CIUDAD NUEVA
MISIONES;SANTA MARIA;TAVAI
MISIONES;SANTA MARIA;ITACURUBI
MISIONES;SAN PATRICIO;SANTO ANGEL
MISIONES;SAN PATRICIO;YVYRA PIRU
MISIONES;SAN PATRICIO;POTRERITO
PRESIDENTE HAYES;BENJAMIN ACEVAL;PASITO
PRESIDENTE HAYES;JOSE FALCON;SANTA ROSA
PRESIDENTE HAYES;JOSE FALCON;KARANDA'YTY
MISIONES;SAN IGNACIO;COLONIA SAN JORGE
MISIONES;SAN IGNACIO;SANTA LIBRADA
PRESIDENTE HAYES;BENJAMIN ACEVAL;SAN AGUSTIN
SAN PEDRO;VILLA DEL ROSARIO;SANTA ROSA 1
MISIONES;SAN IGNACIO;SAN JAVIER
MISIONES;AYOLAS;JATAITY
MISIONES;SAN IGNACIO;ABAY
SAN PEDRO;25 DE DICIEMBRE;VIRGEN DEL ROSARIO
MISIONES;SAN JUAN BAUTISTA;CENTRO
MISIONES;AYOLAS;SAN JOSE OBRERO
MISIONES;SAN JUAN BAUTISTA;LOMA
;;
;;
MISIONES;SAN JUAN BAUTISTA;COLONIA SAN JUAN
MISIONES;SAN JUAN BAUTISTA;CONCEPCION
PARAGUARI;YVYCUI;SAN MIGUEL
PARAGUARI;YVYCUI;ISLA KA'A
PARAGUARI;YVYCUI;CERRO SAUCE
PARAGUARI;YVYCUI;AGUSTIN GOIBURU - SUB URBANO
PARAGUARI;YVYCUI;SANTA TERESA
PARAGUARI;YVYCUI;SANTA ROSA
PARAGUARI;YAGUARON;CALLE POI
PARAGUARI;CARAPEGUA;PACHECO
PARAGUARI;QUYQUYHO;SAN JOSE OBRERO
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG EL ESTRIBO-20 DE ENERO
GUAIRA;PASO YOBAI;COM INDIG ISLA HU
PARAGUARI;QUIINDY;SAGRADA FAMILIA
GUAIRA;PASO YOBAI;COM INDIG SANTA TERESITA
;;
PARAGUARI;CAAPUCU;JAGUARETE KUA
PARAGUARI;PIRAYU;POTRERO GUASU
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. JAGUARETE CALLE 1
CANINDEYU;YASY KAÑY;COM INDIG KANINDE
CAAGUAZU;LA PASTORA;SANTA LUCIA
BOQUERON;FILADELFIA;COM INDIG IJNAPUI
PARAGUARI;PIRAYU;BARRIO 3
PARAGUARI;MBUYAPEY;LA ROSA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG EL ESTRIBO-ALEGRE
PARAGUARI;CAAPUCU;SANTA LIBRADA
GUAIRA;PASO YOBAI;ASENT. NUEVA ALBORADA
PRESIDENTE HAYES;GENERAL JOSE MARIA BRUGUEZ;CADETE PANDO SUB-URBANO
;;
;;
;;
PRESIDENTE HAYES;GENERAL JOSE MARIA BRUGUEZ;COLONIA 12 DE JUNIO
PARAGUARI;LA COLMENA;SANTA CATALINA
PARAGUARI;CARAPEGUA;ASENT. NUEVA ESPERANZA
PARAGUARI;CARAPEGUA;CENTRAL
SAN PEDRO;LIMA;ASENT. PIRO´Y
SAN PEDRO;GENERAL ELIZARDO AQUINO;REDONDO
PARAGUARI;GENERAL BERNARDINO CABALLERO;FRANCO I
GUAIRA;PASO YOBAI;8 DE DICIEMBRE
BOQUERON;FILADELFIA;COM INDIG 2 DE ENERO
PARAGUARI;GENERAL BERNARDINO CABALLERO;IRIARTE TERCERO
PARAGUARI;GENERAL BERNARDINO CABALLERO;MARIA AUXILIADORA
;;
PARAGUARI;ACAHAY;COSTA PEÑA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG NICH´A TOYISH-14 DE MAYO
PARAGUARI;ACAHAY;MONSEÑOR BOGARIN
CAAZAPA;ABAI;SANTA ROSA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG NUEVA VIDA
PARAGUARI;ACAHAY;SAN BLAS
SAN PEDRO;CAPIIBARY;MARISCAL LOPEZ 1RA LINEA
;;
;;
PARAGUARI;PARAGUARI;AGROMONTE
;;
;;
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;BLUMENTAL
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;SAN JOSE OBRERO
CONCEPCION;SGTO. JOSE FELIX LOPEZ;COM INDIG TAKUARITA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;CAMPO VIA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COLONIA 10
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;CRUCE PIONEROS SUB-URBANO
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;VILLA HAYES;ZONA MONTELINDO
;;
;;
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;VILLA HAYES;ZONA SANTA CATALINA
;;
PRESIDENTE HAYES;VILLA HAYES;ZONA PFANELL
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;PUERTO PINASCO;NUEVA MESTRE
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA PECHUGON
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA TAKUARA
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA KILOMETRO 110
SAN PEDRO;LIBERACION;SANTA CATALINA
SAN PEDRO;LIBERACION;SAN ISIDRO 2
CONCEPCION;AZOTEY;COM INDIG VYA PAVE-AZOTEY
SAN PEDRO;LIBERACION;NIÑO JESUS
ITAPUA;ALTO VERA;COM INDIG KARUMBEY MBARAKAYU
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. 7 DE SETIEMBRE
SAN PEDRO;YRYVU CUA;ASENT. NUEVO HORIZONTE
SAN PEDRO;25 DE DICIEMBRE;ASENT. SAN ANTONIO
SAN PEDRO;YRYVU CUA;ASENT. JUSTO VILLANUEVA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG LA ARMONIA-ALDEA 3
SAN PEDRO;SANTA ROSA DEL AGUARAY;STELA MARIS
SAN PEDRO;SANTA ROSA DEL AGUARAY;PICAFLOR
SAN PEDRO;SANTA ROSA DEL AGUARAY;COLONIA MEXICO
CAAZAPA;ABAI;2DA LINEA CRISTAL
SAN PEDRO;SAN ESTANISLAO;YKUA PA´I
SAN PEDRO;CAPIIBARY;4 DE MAYO
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG NEPOXEN
;;
SAN PEDRO;CAPIIBARY;TAJY KARE
SAN PEDRO;GENERAL RESQUIN;30 DE ABRIL
SAN PEDRO;GENERAL RESQUIN;SAN JOSE DEL NORTE CALLE LIBERTAD
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG YALVE SANGA-JOPE
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE SAN MIGUEL
SAN PEDRO;UNION;MARIA GORETTI
SAN PEDRO;25 DE DICIEMBRE;SAN PABLO
SAN PEDRO;TACUATI;SAN FELIPE
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN FRANCISCO 1
SAN PEDRO;SAN PABLO;FATIMA
ITAPUA;CAPITAN MIRANDA;CALLE D SUR
SAN PEDRO;TACUATI;LAS MERCEDES
SAN PEDRO;TACUATI;ASENT. SENDERO DEL NORTE
SAN PEDRO;SAN PABLO;KOKUERE
SAN PEDRO;TACUATI;COLONIA MANITOBA
;;
SAN PEDRO;SAN ESTANISLAO;COLONIA PRIMAVERA
SAN PEDRO;SAN ESTANISLAO;SAN FRANCISCO
SAN PEDRO;SAN ESTANISLAO;CERRITO
ALTO PARANA;YGUAZU;COM INDIG REMANSO TORO
;;
SAN PEDRO;NUEVA GERMANIA;COLONIA RIO VERDE
ITAPUA;CAPITAN MIRANDA;FRACCION SOZONIC
SAN PEDRO;LIMA;CARUMBEY 2
SAN PEDRO;GENERAL ELIZARDO AQUINO;CALLE LUJAN
SAN PEDRO;GENERAL ELIZARDO AQUINO;CRISTO REY
SAN PEDRO;GENERAL ELIZARDO AQUINO;TAKUARO
SAN PEDRO;GENERAL ELIZARDO AQUINO;MARIA AUXILIADORA 2
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN PEDRO
SAN PEDRO;CHORE;CARAGUATAY
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - LA LEONA
ÑEEMBUCU;VILLA OLIVA;CENTRO
ÑEEMBUCU;LOS LAURELES;ISLA YRYVU
ÑEEMBUCU;ALBERDI;3 DE MAYO
ÑEEMBUCU;ALBERDI;YTORORO
ÑEEMBUCU;PILAR;VILLA AURORA
ASUNCION;ASUNCION;MARISCAL JOSE FELIX ESTIGARRIBIA
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG SAN FERNANDO - PASO LIMA
ASUNCION;ASUNCION;VISTA ALEGRE
ALTO PARANA;ITAKYRY;COM INDIG KAA POTY
BOQUERON;FILADELFIA;COM INDIG JOBASUI
ITAPUA;CAPITAN MIRANDA;EL PARAISO
BOQUERON;LOMA PLATA;COM INDIG YALVE SANGA-CAMPO NUEVO
CAAZAPA;ABAI;KOKUE POTY
;;
CAAZAPA;ABAI;LIMA
ALTO PARANA;SAN CRISTOBAL;BUEN MBETY GUAZU
ALTO PARANA;NARANJAL;LINEA BUSANELLO
CAAZAPA;ABAI;TACUARA I
;;
CAAZAPA;ABAI;TUPARENDA
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG SANTA MARTA
ALTO PARANA;IRUÑA;CONSUELO
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG TAJAMAR KAVAJU
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG LAGUNITA
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG LAGUNA NEGRA-CANAAN
CAAZAPA;ABAI;COM INDIG MA. AUXILIADORA KM 18
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CAMPO LOA SAN PIO 10
CAAZAPA;ABAI;COM INDIG TEKOHA PYAHU CECINA - AMAMBAY
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CAMPO LOA-NASUC
GUAIRA;PASO YOBAI;RINCON ALEGRE
ALTO PARANA;MINGA GUAZU;COM INDIG CALLE 18 ACARAY
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG CRISTO REY
CAAGUAZU;LA PASTORA;CALLE PYAHU
AMAMBAY;CAPITAN BADO;COM INDIG CRISTINO
AMAMBAY;PEDRO JUAN CABALLERO;COM INDIG ARROYO GUAZU
CAAGUAZU;CORONEL OVIEDO;COM INDIG ESPINILLO
GUAIRA;PASO YOBAI;COM INDIG ARROYO HU
CANINDEYU;CURUGUATY;COM INDIG VERA RO
CANINDEYU;CORPUS CHRISTI;COM INDIG PASO JOVAI
CAAGUAZU;LA PASTORA;STO DOMINGO
BOQUERON;FILADELFIA;COM INDIG SAN MARTIN
CONCEPCION;YVY YA´U;COM INDIG YVA PYA
ITAPUA;CARLOS ANTONIO LOPEZ;COM INDIG KRESSBURGO
ITAPUA;TRINIDAD;COM INDIG MBYA GUARANI
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG LA ARMONIA-ALDEA 1
PRESIDENTE HAYES;GENERAL JOSE MARIA BRUGUEZ;COM INDIG AMAKERA
PRESIDENTE HAYES;GENERAL JOSE MARIA BRUGUEZ;COM INDIG LA ESPERANZA-LA ESPERANZA
PRESIDENTE HAYES;BENJAMIN ACEVAL;COM INDIG SAN FRANCISCO
PRESIDENTE HAYES;BENJAMIN ACEVAL;COM INDIG ROSARINO
PRESIDENTE HAYES;VILLA HAYES;COM INDIG LA HERENCIA - LA ROSA CUE 2
PRESIDENTE HAYES;VILLA HAYES;COM INDIG YANEKYAHA-SAMARIA
CAAGUAZU;LA PASTORA;SAN LUIS
CAAGUAZU;LA PASTORA;SAN ANTONIO
PARAGUARI;GENERAL BERNARDINO CABALLERO;SAN LUIS
;;
PARAGUARI;ESCOBAR;ESTANCIA ABELENDA
PARAGUARI;CARAPEGUA;ISLA YVATE
PARAGUARI;CAAPUCU;MBOI KUATIA
;;
CAAZAPA;ABAI;LINEA 12
AMAMBAY;BELLA VISTA;COM INDIG SATI
SAN PEDRO;GUAJAYVI;BERTONI 12000
ALTO PARANA;MINGA PORA;LOTE 9 VY'A RENDA
ALTO PARANA;MINGA PORA;SAN MIGUEL
CANINDEYU;CURUGUATY;7 MONTES
;;
CANINDEYU;CURUGUATY;MARACANA
CORDILLERA;EMBOSCADA;MINAS
ITAPUA;SAN PEDRO DEL PARANA;JAVEVYRY
MISIONES;SANTA MARIA;CONAVI
;;
MISIONES;SAN IGNACIO;PIRA KA'AGUY
SAN PEDRO;TACUATI;3RA ZONA
PRESIDENTE HAYES;VILLA HAYES;COM INDIG NARANJATY
;;
ALTO PARANA;NARANJAL;LINEA ÑACUNDAY
ALTO PARANA;ITAKYRY;COM INDIG COLORADO`I
ALTO PARANA;MINGA GUAZU;FRACCION MARIA LIA
BOQUERON;MARISCAL ESTIGARRIBIA;COM INDIG YA'ALVE SAANGA SETESVES
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
PRESIDENTE HAYES;BENJAMIN ACEVAL;ZONA MONTE LINDO
ALTO PARANA;MINGA GUAZU;GUAVIRA POTY
;;
AMAMBAY;CAPITAN BADO;PUENTE KURE
;;
AMAMBAY;CAPITAN BADO;AGUARA
ALTO PARANA;SANTA FE DEL PARANA;URBANO
ALTO PARANA;MINGA GUAZU;FRACCION LOS MINGUEROS
ALTO PARANA;SANTA RITA;LOS TRIGALES
SAN PEDRO;CHORE;KOKUERA CALLE SAN JUAN
ALTO PARANA;MBARACAYU;PUERTO INDIO
AMAMBAY;PEDRO JUAN CABALLERO;COM INDIG PINDO
ALTO PARANA;MBARACAYU;FORTUNA
ALTO PARANA;YGUAZU;SAN MIGUEL
ALTO PARANA;LOS CEDRALES;GUAJAKI
GUAIRA;MAURICIO JOSE TROCHE;CERRO PUNTA
ALTO PARANA;SAN ALBERTO;SAN FRANCISCO
ALTO PARANA;SAN ALBERTO;SAN FRANCISCO GLEVA 8
ALTO PARANA;SAN ALBERTO;CRUCE SAN ALBERTO
ALTO PARANA;HERNANDARIAS;COM INDIG ACARAY-MI
ALTO PARANA;SAN ALBERTO;SAN RAMON
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ALTONA
;;
AMAMBAY;PEDRO JUAN CABALLERO;COM INDIG JAGUATI
ALTO PARANA;SAN ALBERTO;TAPE PORA SAN ALBERTO
CENTRAL;VILLETA;ASENT. NARANJAISY 1
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
ALTO PARAGUAY;PUERTO CASADO;ZONA RIEDER
ALTO PARANA;MBARACAYU;GLEVA 10 MBARACAYU
CAAZAPA;BUENA VISTA;CORAZON DE JESUS
ITAPUA;ITAPUA POTY;SAN LUIS
ALTO PARANA;MINGA PORA;TERCERA LINEA
ALTO PARANA;MINGA PORA;SAN ISIDRO
SAN PEDRO;ITACURUBI DEL ROSARIO;RIO RUGUA
CAAGUAZU;SAN JOAQUIN;TACUAPI'I
ITAPUA;ITAPUA POTY;PIRAPO 1RA LINEA
ALTO PARANA;SANTA RITA;CARMELITAS
ALTO PARANA;SANTA RITA;14 DE MAYO SUB-URBANO
ALTO PARANA;SANTA RITA;14 DE MAYO
ALTO PARANA;SANTA RITA;EL COLONO
ALTO PARANA;MINGA GUAZU;TAJY POTY SUB-URBANO
SAN PEDRO;GENERAL ELIZARDO AQUINO;COM INDIG MBOI CUA
ALTO PARANA;SANTA RITA;NUEVA SANTA RITA
ALTO PARANA;SANTA RITA;NUEVA ESPERANZA
ALTO PARANA;SANTA RITA;PANAMBI
ALTO PARANA;SANTA RITA;CENTRO
;;
CAAGUAZU;SIMON BOLIVAR;POTRERO ACEVAL
ALTO PARANA;MINGA GUAZU;KO'E PYAHU
ALTO PARANA;MINGA GUAZU;JACQUET  KUE - SAN MIGUEL
ALTO PARANA;MINGA GUAZU;NUEVO AMANECER
CENTRAL;VILLETA;ASENT. NARANJAISY
ALTO PARANA;MINGA GUAZU;ASENT. BUENA VISTA
ALTO PARANA;MINGA GUAZU;FRACCION GUARANI
ALTO PARANA;MINGA GUAZU;SAN FRANCISCO KILOMETRO 31
CAAGUAZU;SAN JOSE DE LOS ARROYOS;LAGUNA VERDE
ALTO PARANA;LOS CEDRALES;PENINSULA
ALTO PARAGUAY;BAHIA NEGRA;SIERRA LEON
ALTO PARANA;YGUAZU;SAN LUIS
ALTO PARANA;ÑACUNDAY;TORO KUA SUB-URBANO
;;
ALTO PARANA;ITAKYRY;SAN MIGUEL
ALTO PARANA;ITAKYRY;TAKUARE'E
ALTO PARANA;ITAKYRY;3 DE FEBRERO
ALTO PARAGUAY;PUERTO CASADO;DON BOSCO
;;
;;
AMAMBAY;CAPITAN BADO;JUKYRY GUASU PAKOLA
AMAMBAY;CAPITAN BADO;CERRO KUATIA
ALTO PARANA;YGUAZU;KILOMETRO 43
CENTRAL;J AUGUSTO SALDIVAR;ASENT. SAN ROQUE
ALTO PARANA;YGUAZU;KILOMETRO 41
;;
AMAMBAY;CAPITAN BADO;NUEVA JA'U
AMAMBAY;CAPITAN BADO;CADETE BOQUERON
ALTO PARANA;DR. JUAN LEON MALLORQUIN;POTRERO JARDIN SUR
ALTO PARAGUAY;PUERTO CASADO;ZONA MONTANIA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;RIO VERDE
;;
ALTO PARANA;ITAKYRY;LAGUNA KARE
;;
ALTO PARANA;ITAKYRY;4 BOCAS
ALTO PARANA;ITAKYRY;CAREMA GUASU
SAN PEDRO;SANTA ROSA DEL AGUARAY;ASENT. AGUARAYMI
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA MARGARINO
ALTO PARANA;ITAKYRY;SANTO DOMINGO 2
CAAGUAZU;REPATRIACION;PLANTA URBANA
;;
ALTO PARANA;ITAKYRY;SAN JUAN
AMAMBAY;PEDRO JUAN CABALLERO;GENERAL DIAZ
;;
AMAMBAY;PEDRO JUAN CABALLERO;ESTANCIA PAPA NOEL - PUENTE KAPEI
BOQUERON;MARISCAL ESTIGARRIBIA;COLONIA I
ALTO PARANA;HERNANDARIAS;SAN ANTONIO
BOQUERON;MARISCAL ESTIGARRIBIA;SANDHORST
AMAMBAY;ZANJA PYTA;CALLEJON CANO
;;
AMAMBAY;ZANJA PYTA;CERRO BOBO
;;
AMAMBAY;ZANJA PYTA;FORTUNA
ALTO PARANA;HERNANDARIAS;SAN CARLOS
